country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,external_id,partyfacts_id
CZE,manifesto,82524,KDU-ČSL-US-DEU,Křest'anská a demokratická unie - Česká strana lidová - Unie svobody - Demokratická unie,Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union,2002,2002,1498,6202
CZE,manifesto,82521,KDS,Křest'ansko-demokratická strana,Christian Democratic Party,1992,1992,1997,824
CZE,manifesto,82412,ODA,Občanská demokratická aliance,Civic Democratic Alliance,1992,1996,1726,1008
CZE,manifesto,82413,ODS,Občanská demokratická strana,Civic Democratic Party,1992,2017,1857,466
CZE,manifesto,82419,ODS-KDS,Občanská demokratická strana - Křest'ansko-demokratická strana,Civic Democratic Party - Christian Democratic Party,1992,1992,1846,3921
CZE,manifesto,82410,OF,Občanské fórum,Civic Forum,1990,1990,1714,1349
CZE,manifesto,82220,KSČ,Komunistická strana Čzech a Moravy,Communist Party of Bohemia and Moravia,1990,2017,1871,1728
CZE,manifesto,82520,ČSL,Československá strana lidová,Czechoslovak People’s Party,1990,1990,1804,5549
CZE,manifesto,82953,Piráti,Česká pirátská strana,Czech Pirate Party,2017,2017,29043,2047
CZE,manifesto,82320,ČSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1992,2017,1765,177
CZE,manifesto,82721,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,2017,2017,29057,6125
CZE,manifesto,82421,US,Unie svobody,Freedom Union,1998,1998,1894,905
CZE,manifesto,82110,SZ,Strana zelených,Green Party,2006,2013,3595,1554
CZE,manifesto,82221,LB,Levý blok,Left Bloc,1992,1992,2011,2138
CZE,manifesto,82420,LSU,Liberálnĕ sociální unie,Liberal Social Union,1992,1992,1555,936
CZE,manifesto,82610,STAN,Starostové a nezávislí,Mayors and Independents,2017,2017,29046,1707
CZE,manifesto,82951,HSD-SMS,Hnutí za Samosprávnou Demokracii - Společnost pro Moravu a Slezsko,Movement for an Autonomous Democracy - Society for Moravia-Silesia,1990,1992,2050,952
CZE,manifesto,82901,DŽJ,Důchodci za životní jistoty,Pensioners for a Life Security,1996,1998,1372,670
CZE,manifesto,82952,VV,Věci veřejné,Public Affairs,2010,2010,3648,1202
CZE,manifesto,82720,Úsvit,Úsvit přímé demokracie Tomia Okamury,Tomio Okamura's Dawn of Direct Democracy,2013,2013,15532,2049
CZE,manifesto,82530,TOP09,Tradice Odpovědnost Prosperita 09,"Tradition, Responsibility, Prosperity 09",2010,2017,3773,223
DNK,manifesto,13330,CD,Centrum-Demokraterne,Centre Democrats,1973,2005,1973,800
DNK,manifesto,13520,KrF,Kristeligt Folkeparti,Christian People’s Party,1971,2005,1435,53
DNK,manifesto,13221,FK,Fælles Kurs,Common Course,1987,1987,1823,1676
DNK,manifesto,13620,KF,Konservative Folkeparti,Conservative People’s Party,1945,2011,1422,536
DNK,manifesto,13220,DKP,Danmarks Kommunistiske Parti,Danish Communist Party,1945,1984,2025,277
DNK,manifesto,13720,DF,Dansk Folkeparti,Danish People’s Party,1998,2011,1583,1022
DNK,manifesto,13410,RV,Det Radikale Venstre,Danish Social-Liberal Party,1945,2011,2019,1507
DNK,manifesto,13953,DS,Dansk Samling,Danish Union,1945,1945,1826,637
DNK,manifesto,13421,DU,De Uafhængige,Independents’ Party,1953,1968,1566,932
DNK,manifesto,13952,RF,Retsforbund,Justice Party,1945,1984,1944,1134
DNK,manifesto,13210,VS,Venstresocialisterne,Left Socialist Party,1968,1984,1859,1136
DNK,manifesto,13001,NY,Liberal Alliance,Liberal Alliance,2007,2011,3752,212
DNK,manifesto,13422,LC,Liberalt Centrum,Liberal Centre,1966,1968,1696,1118
DNK,manifesto,13420,V,Venstre,Liberals,1945,2011,1482,1204
DNK,manifesto,13951,FP,Fremkridtspartiet,Progress Party,1973,1998,1635,1601
DNK,manifesto,13229,EL,Enhedslisten - De Rød-Grønne,Red-Green Unity List,1994,2011,1750,1527
DNK,manifesto,13320,SD,Socialdemokratiet,Social Democratic Party,1945,2011,1839,379
DNK,manifesto,13230,SF,Socialistisk Folkeparti,Socialist People’s Party,1960,2011,1625,329
EST,manifesto,83713,KE,Eesti Koonderakond,Coalition Party,1995,1999,2056,1556
EST,manifesto,83719,KMÜ,Koonderakond ja Maarahva Ühendus,Coalition Party and Rural Union,1995,1995,1903,1603
EST,manifesto,83720,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People's Party of Estonia,2015,2015,18726,4094
EST,manifesto,83712,,Valimisliit ‘Eesti Kodanik',Electoral Union ‘Estonian Citizen',1992,1992,1721,1319
EST,manifesto,83901,,Valimisliit ‘Sõltumatud Kuningriiklased',Electoral Union ‘Independent Royalists',1992,1992,2024,1361
EST,manifesto,83951,,Valimisliit ‘Meie Kodu on Eestimaa',Electoral Union ‘Our Home is Estonia',1995,1995,1901,106
EST,manifesto,83421,,Valimisliit ‘Rahvarinne',Electoral Union ‘Popular Front',1992,1992,1400,331
EST,manifesto,83709,I/ERSP,Isamaa ja Eesti Rahvusliku Sõltumatuse Partei Liit,Electoral Union Pro Patria and Estonian National Independence Party,1995,1995,1421,779
EST,manifesto,83220,,Valimisliit ‘Kindel Kodu',Electoral Union ‘Secure Home',1992,1992,1644,1556
EST,manifesto,83411,K,Eesti Keskerakond,Estonian Center Party,1995,2015,2020,533
EST,manifesto,83110,EER,Erakond Eestimaa Rohelise,Estonian Greens,2007,2011,3780,1040
EST,manifesto,83711,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,1702,1299
EST,manifesto,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,1419,110
EST,manifesto,83430,ER,Eesti Reformierakond,Estonian Reform Party,1995,2015,1707,821
EST,manifesto,83810,EME,Eesti Maarahva Erakond,Estonian Rural People’s Party,1999,1999,1785,174
EST,manifesto,83320,ESDP,Eesti Sotsiaaldemokraatlik Partei,Estonian Social Democratic Party,1992,1992,1405,869
EST,manifesto,83952,EÜRP,Eestimaa Ühendatud Rahvapartei,Estonian United People’s Party,1999,1999,1393,18
EST,manifesto,83440,EVA,Eesti Vabaerakond,Free Party,2015,2015,18683,3271
EST,manifesto,83611,RP,Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,2003,2015,1666,685
EST,manifesto,83710,RKI,Erakond Isamaaliit,Pro Patria Union,1992,2003,1397,779
EST,manifesto,83610,VKRE,Vabariiklaste ja Konservatiivide Rahvaerakond ‘Parempoolsed',Republican and Conservative People’s Party ‘Right-wingers',1995,1995,1793,83
EST,manifesto,83410,M,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2015,1834,1150
FIN,manifesto,14520,SKL,Suomen Kristillisdemokraatit,Christian Democrats in Finland,1970,2011,1559,703
FIN,manifesto,14222,Deva,Demokraattinen Vaihtoehto,Democratic Alternative,1987,1987,1741,166
FIN,manifesto,14810,Maal,Suomen Keskusta,Finnish Centre,1945,2011,1993,901
FIN,manifesto,14221,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People’s Democratic Union,1945,1987,1504,1096
FIN,manifesto,14320,SSDP,Suomen Sosialidemokraattinen Puolue,Finnish Social Democrats,1945,2011,1589,1303
FIN,manifesto,14110,VL,Vihreä Liitto,Green Union,1983,2011,1700,479
FIN,manifesto,14223,VAS,Vasemmistoliitto,Left Wing Alliance,1991,2011,1735,1044
FIN,manifesto,14420,KE,Liberaalinen Kansanpuolue,Liberal People’s Party,1945,1991,2005,249
FIN,manifesto,14620,KK,Kansallinen Kokoomus,National Coalition,1945,2011,1896,495
FIN,manifesto,14310,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto,Social Democratic League of Workers and Smallholders,1958,1966,1557,1164
FIN,manifesto,14901,RKP/SFP,Ruotsalainen Kansanpuolue/Svenska Folkpartiet,Swedish People’s Party,1945,2011,1854,1229
FIN,manifesto,14820,SPP,Perussuomalaiset,True Finns,1966,2011,1781,1689
FIN,manifesto,14430,NSP,Nuorsuomalainen Puolue,Young Finnish Party,1995,1995,1502,856
FRA,manifesto,31523,CDP,Centre Démocratie et Progrés,"Centre, Democracy and Progress",1973,1973,1565,288
FRA,manifesto,31631,AC,Alliance Centriste,Centrist Alliance,2012,2012,15527,1177
FRA,manifesto,31624,UDF,Mouvement Démocrate,Democratic Mouvement,1978,2017,1971,213
FRA,manifesto,31111,GE,Generation Écologie,Ecology Generation,1997,1997,1816,1273
FRA,manifesto,31110,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993,2017,1850,1108
FRA,manifesto,31220,PCF,Parti Communiste Français,French Communist Party,1946,2017,1855,1251
FRA,manifesto,31240,,La France insoumise,Indomitable France,2017,2017,25077,5858
FRA,manifesto,31021,FDG,Front de Gauche,Left Front,2012,2012,15483,4363
FRA,manifesto,31230,PRG,Parti Radical de Gauche,Left Radical Party,2012,2017,15541,1783
FRA,manifesto,31720,FN,Front National,National Front,1986,2017,1634,433
FRA,manifesto,31630,NC,Nouveau Centre,New Centre,2012,2012,15528,1255
FRA,manifesto,31521,MRP,Mouvement Républicain Populaire,Popular Republican Movement,1946,1962,1650,737
FRA,manifesto,31522,CD,Groupe Progrès et Démocratie Moderne,Progress and Modern Democracy,1967,1968,1990,399
FRA,manifesto,31421,RRRS,Parti Radical,Radical Party,1946,2012,1648,14
FRA,manifesto,31625,RPR,Rassemblement pour la République,Rally for the Republic,1993,1997,1933,509
FRA,manifesto,31621,RPF,Rassemblement pour la République - Gaullists,Rally for the Republic - Gaullists,1946,1988,1467,1083
FRA,manifesto,31529,MR,Mouvement Réformateur,Reformers’ Movement,1973,1973,2029,167
FRA,manifesto,31425,,La République En Marche!,Republic Onwards!,2017,2017,25028,5857
FRA,manifesto,31320,SIFO,Parti Socialiste,Socialist Party,1946,2017,1974,1478
FRA,manifesto,31622,PRL,Union de la Nouvelle Majorite - Conservatives/Gaullists,Union for a New Majority - Conservatives/Gaullists,1946,1988,1535,1629
FRA,manifesto,31626,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002,2017,1991,1595
FRA,manifesto,31623,UDCA,Union de Defense Commercants et Artisans - Poujadists,Union for the Defence of Traders and Artisans - Poujadists,1956,1956,1529,1580
FRA,manifesto,31430,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017,2017,25072,3229
GEO,manifesto,84810,SSFK,Sruliad Sak'art'velos Fermerta Kavshiri,All-Georgian Farmers’ Union,1992,1992,3718,2694
GEO,manifesto,84730,,Sak'art'velos Patriotta Aliansi,Alliance of Patriots of Georgia,2016,2016,25046,6114
GEO,manifesto,84042,,Bidzina Ivanishvili - Kartuli Otsneba,Bidzina Ivanishvili - Georgian Dream,2012,2012,15481,2988
GEO,manifesto,84424,SSAK,Bloki ‘Sak'art'velos Aghordzineba’,Bloc ‘Georgia's Revival’,1995,2003,3620,2168
GEO,manifesto,84425,BP,Bloki ‘Progresi’,Bloc ‘Progress’,1995,1995,3678,2145
GEO,manifesto,84430,BD,Bloki ‘Burjanadze - Demokratebi’,Burjanadze - Democrats Bloc,2003,2003,3618,2146
GEO,manifesto,84411,,Kartia – 91,Charter 91,1992,1992,3736,2147
GEO,manifesto,84530,KDM,K’ristianul-Demokratiuli Modzraoba,Christian-Democratic Movement,2008,2008,15519,2349
GEO,manifesto,84323,SMK,Sak'art'velos Mokalaketa Kavshiri,Citizens’ Union of Georgia,1995,1999,3607,2148
GEO,manifesto,84220,SKP,Sak'art'velos Komunisturi Partia,Communist Party of Georgia,1990,1990,15513,4540
GEO,manifesto,84952,,Demokratiuli Saqartvelo,Democratic Georgia,1990,1990,15478,4553
GEO,manifesto,84423,DP,Demokratiuli Partia,Democratic Party,1992,1992,3764,2149
GEO,manifesto,84432,AS,Saarchevno Bloki ‘Axali Sak'art'velostvis’,Election Bloc ‘For a New Georgia’,2003,2003,3757,2150
GEO,manifesto,84421,,Saarchevno Bloki ‘Tertmeti Oktomberi’,Election Bloc ‘Oktober 11’,1992,1992,3719,2151
GEO,manifesto,84221,Mshvidoba,Saarchevno Blok ‘Mshvidoba’,Election Bloc ‘Peace’,1992,1992,3759,2152
GEO,manifesto,84450,,K'art'uli Ots'neba - Demokratiuli Sak'art'velo,Georgian Dream - Democratic Georgia,2016,2016,25056,2988
GEO,manifesto,84429,SLP,Sak'art'velos Leiboristuli Partia,Georgian Labour Party,2003,2008,3600,2153
GEO,manifesto,84715,SEDP,Sak'art'velos Erovnuli Damoukideblobis Partia,Georgian National Independent Party,1992,1992,3606,2154
GEO,manifesto,84322,SSSK,Sak'art'velos Sotsialuri Samartlianobis Kavshiri,Georgian Social Justice Union,1992,1992,3628,2155
GEO,manifesto,84222,SMSP,Sak'art'velos Mshromelta Sotsialisturi Partia,Georgian Workers’ Socialist Party,1992,1992,3591,2156
GEO,manifesto,84110,Greens,Sak'art'velos Mtsvaneta Partia,Green Party of Georgia,1992,1992,3623,2157
GEO,manifesto,84712,ICS,Ilia Chavchavadzis Sazogadoeba,Ilia Chavchavadze Society,1992,1992,3651,2158
GEO,manifesto,84428,MGS,Mretsvelopba Gadaarchens Sak'art'velos,Industry will save Georgia,1999,2016,3684,2159
GEO,manifesto,84713,SSMKS,Sruliad Sak'art'velos Merab Kostavas Sazogadoeba,Merab Kostava Society,1992,1992,3669,2160
GEO,manifesto,84711,EDP,Erovnul Demokratiuli Partia,National Democratic Party,1992,1995,3617,2161
GEO,manifesto,84431,AM,Akhali Memarjveneebi,New Rights,2003,2004,3753,2162
GEO,manifesto,84951,KMSP,Khalkhta Megobrobis da Samartlianobis Partia,People’s Friendship and Justice,1992,1992,3758,2163
GEO,manifesto,84426,PKT,Politikuri Kavshiri ‘Tanadgoma’,Political Alliance ‘Support’,1995,1995,3756,2164
GEO,manifesto,84720,,Sakhalkho Fronti,Popular Front,1990,1990,15531,4552
GEO,manifesto,84427,SRKET,Sak'art'velos Reformatorta Kavshiri - Erovnuli Tankhmoba,Reformers' Union of Georgia - National Concord,1995,1995,3699,2165
GEO,manifesto,84440,Respublikelebi,Sak’art’velos Respublikuri Partia,Republican Party of Georgia,2008,2008,15502,4554
GEO,manifesto,84095,,Mrgvali Magida -Tavisufali Saqar Tvelo,Round Table - Free Georgia,1990,1990,15505,4551
GEO,manifesto,84321,SSDP,Sak'art'velos Sotsial-Demokratiuli Partia,Social Democratic Party of Georgia,1992,1992,3650,2166
GEO,manifesto,84223,SSP,Sak'art'velos Sotsialisturi Partia,Socialist Party of Georgia,1995,1999,3633,2167
GEO,manifesto,84710,KTK,Kartvel Traditsionalista Kavshiri,Union of Georgian Traditionalists,1992,1995,3745,2169
GEO,manifesto,84521,SGK,Sak'art'velos Ghvtisshvilta Kavshiri,Union of God’s Children of Georgia,1992,1992,3601,2170
GEO,manifesto,84714,SETAK,Sak'art'velos Erovnuli Tankhmobis da Aghorzinebis Kavshiri,Union of National Agreement and Revival of Georgia,1992,1992,3770,2171
GEO,manifesto,84716,S-NM,Ertiani Natsionaluri Modzraoba,United National Movement,2003,2016,3724,2172
GEO,manifesto,84041,,Gaertianebuli Opozitsia (Erovnuli Sabcho/Memarjveneeba),United Opposition (National Council/Rights),2008,2008,15509,3935
GEO,manifesto,84422,,Blok ‘Ertoba’,‘Unity' Bloc,1992,1992,3674,2173
DDR,manifesto,85112,B 90,Bündnis 90,Alliance 90,1990,1990,1883,807
DDR,manifesto,85429,BFD,Bund Freier Demokraten,Alliance of Free Democrats,1990,1990,1874,389
DDR,manifesto,85521,CDU,Christlich Demokratische Union,Christian Democratic Union,1990,1990,1600,1446
DDR,manifesto,85523,DA,Demokratischer Aufbruch - ‘sozial und ökologisch’,Democratic Opening,1990,1990,1441,8607
DDR,manifesto,85524,DBD,Demokratische Bauernpartei Deutschlands,Democratic Peasants’ Party of Germany,1990,1990,1925,689
DDR,manifesto,85901,DFD,Demokratischer Frauenbund Deutschlands,Democratic Women’s League,1990,1990,1899,1032
DDR,manifesto,85421,FDP,Freie Demokratische Partei,Free Democratic Party,1990,1990,1653,2699
DDR,manifesto,85423,DFP,Deutsche Forumpartei,German Forum Party,1990,1990,1764,1158
DDR,manifesto,85522,DSU,Deutsche Soziale Union,German Social Union,1990,1990,1669,1645
DDR,manifesto,85111,Grüne-UFV,Grüne Partei-Unabhängiger Frauenverband,Green Party-Independent Women's League,1990,1990,1723,1791
DDR,manifesto,85422,LDP,Liberal-Demokratische Partei,Liberal Democratic Party,1990,1990,1840,792
DDR,manifesto,85424,NDPD,National-Demokratische Partei Deutschlands,National Democratic Party of Germany,1990,1990,1754,1334
DDR,manifesto,85221,PDS,Partei des Demokratischen Sozialismus,Party for Democratic Socialism,1990,1990,1608,1054
DDR,manifesto,85320,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1990,1990,1695,1548
DDR,manifesto,85210,AVL,Aktionsbündnis Vereinigte Linke,United Left Action Alliance,1990,1990,1795,2699
DEU,manifesto,41113,90/Greens,Bündnis‘90/Die Grünen,Alliance‘90/Greens,1994,2017,2026,1816
DEU,manifesto,41953,AfD,Alternative für Deutschland,Alternative for Germany,2013,2017,3577,1976
DEU,manifesto,41911,BP,Bayernpartei,Bavarian Party,1949,1949,1988,61
DEU,manifesto,41522,DZ,Deutsche Zentrumspartei,Centre Party,1949,1953,1960,1798
DEU,manifesto,41521,CDU/CSU,Christlich-Demokratische Union/Christlich-Soziale Union,Christian Democratic Union/Christian Social Union,1949,2017,1413,211
DEU,manifesto,41220,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,1949,1949,1647,1135
DEU,manifesto,41711,WAV,Wirtschaftliche Aufbauvereinigung,Economic Reconstruction League,1949,1949,1708,735
DEU,manifesto,41420,FDP,Freie Demokratische Partei,Free Democratic Party,1949,2017,1996,573
DEU,manifesto,41620,DP,Deutsche Partei,German Party,1949,1957,1821,1502
DEU,manifesto,41712,DRP,Deutsche Reichspartei,German Reich Party,1949,1949,1950,1151
DEU,manifesto,41112,Greens/90,Grüne/Bündnis‘90,Greens/Alliance‘90,1990,1990,1582,865
DEU,manifesto,41221,PDS,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,1990,2002,1682,86
DEU,manifesto,41952,,Piraten,Pirates,2013,2013,3572,1287
DEU,manifesto,41951,GB/BHE,Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten,Refugee Party,1953,1953,2064,1010
DEU,manifesto,41320,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1949,2017,1671,383
DEU,manifesto,41912,SSW,Südschleswigscher Wählerverband - Sydslesvigsk Vælgerforening,South Schleswig Voters’ Union,1949,1949,1425,50
DEU,manifesto,41111,,Die Grünen,The Greens,1983,1987,1972,10
DEU,manifesto,41223,LINKE,Die Linke,The Left,2009,2017,3708,1545
DEU,manifesto,41222,L-PDS,Die Linke.PDS,The Left. Party of Democratic Socialism,2005,2005,3689,86
GRC,manifesto,34020,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2004,2012,3580,301
GRC,manifesto,34212,SYRIZA-EKN,Synaspismós Rizospastikís Aristerás - Enotiko Kinonoiko Metopo,Coalition of the Radical Left - Unionist Social Front,2015,2015,18733,301
GRC,manifesto,34210,KKE,Kommounistiko Komma Elladas,Communist Party of Greece,1974,2015,1957,48
GRC,manifesto,34213,DIMAR,Dimokratiki Aristera,Democratic Left,2012,2015,15533,1160
GRC,manifesto,34314,DIKKI,Dimokratiko Kinoniko Kinima,Democratic Social Movement,1996,1996,2018,1682
GRC,manifesto,34720,XA,Chrysi Avgi,Golden Dawn,2012,2015,15503,1660
GRC,manifesto,34730,ANEL,Anexartitoi Ellines,Independent Greeks,2012,2015,15543,1651
GRC,manifesto,34610,EP,Ethniki Parataxis,National Alignment,1977,1977,1930,943
GRC,manifesto,34511,ND,Nea Dimokratia,New Democracy,1974,2015,1376,794
GRC,manifesto,34313,PASOK,Panellinio Socialistiko Kinima,Panhellenic Socialist Movement,1974,2015,1769,1468
GRC,manifesto,34512,Pola,Politiki Anixi,Political Spring,1993,1996,1598,312
GRC,manifesto,34710,LAOS,Laikós Orthódoxos Synagermós,Popular Orthodox Rally,2007,2012,15522,965
GRC,manifesto,34214,LAE,Laīkí Enótita,Popular Unity,2015,2015,18687,4512
